subscription_id,user_id,subscription_start_date,subscription_end_date,plan_type,initial_price,renewal_price,currency,payment_method,is_canceled,cancellation_date,cancellation_reason
sub000953,u000953,2023-02-22 00:00:00,2023-03-24 00:00:00,monthly,30.0,30.0,USD,apple_pay,True,2023-03-19 00:00:00,didnt_use_enough
sub000954,u000954,2023-02-15 00:00:00,2023-03-17 00:00:00,monthly,30.0,30.0,EUR,apple_pay,False,,
sub000955,u000955,2023-02-24 00:00:00,,annual,300.0,300.0,USD,apple_pay,True,2023-03-16 00:00:00,didnt_like_interface
sub000956,u000956,2023-01-20 00:00:00,2023-02-19 00:00:00,monthly,30.0,30.0,BRL,credit_card,True,2023-02-09 00:00:00,customer_service
sub000957,u000957,2023-02-16 00:00:00,2023-03-18 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub000958,u000958,2023-02-06 00:00:00,2023-03-08 00:00:00,monthly,30.0,30.0,BRL,apple_pay,True,2023-03-07 00:00:00,technical_issues
sub000959,u000959,2023-02-05 00:00:00,2023-03-07 00:00:00,monthly,30.0,30.0,USD,apple_pay,True,2023-02-25 00:00:00,too_expensive
sub000960,u000960,2023-01-30 00:00:00,2023-03-01 00:00:00,monthly,30.0,30.0,GBP,credit_card,False,,
sub000961,u000961,2023-02-08 00:00:00,,annual,300.0,300.0,GBP,apple_pay,True,2023-06-23 00:00:00,found_better_app
sub000962,u000962,2023-02-19 00:00:00,2023-03-21 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-03-19 00:00:00,too_expensive
sub000963,u000963,2023-03-06 00:00:00,,annual,300.0,300.0,GBP,apple_pay,True,2023-03-25 00:00:00,privacy_concerns
sub000964,u000964,2023-02-26 00:00:00,2023-03-28 00:00:00,monthly,30.0,30.0,USD,google_pay,True,2023-03-21 00:00:00,poor_battery_life
sub000965,u000965,2023-01-29 00:00:00,,annual,300.0,300.0,JPY,apple_pay,True,2023-06-23 00:00:00,didnt_use_enough
sub000966,u000966,2023-02-17 00:00:00,2023-03-19 00:00:00,monthly,30.0,30.0,JPY,paypal,True,2023-03-12 00:00:00,found_better_app
sub000967,u000967,2023-04-12 00:00:00,2023-05-12 00:00:00,monthly,30.0,30.0,CAD,credit_card,False,,
sub000968,u000968,2023-02-04 00:00:00,2023-03-06 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-02-24 00:00:00,found_better_app
sub000969,u000969,2023-02-23 00:00:00,,annual,300.0,300.0,GBP,credit_card,True,2023-06-29 00:00:00,technical_issues
sub000970,u000970,2023-02-18 00:00:00,,biannual,240.0,240.0,USD,paypal,True,2023-03-12 00:00:00,technical_issues
sub000971,u000971,2023-02-07 00:00:00,2023-03-09 00:00:00,monthly,30.0,30.0,USD,paypal,False,,
sub000972,u000972,2023-02-09 00:00:00,,annual,300.0,300.0,EUR,paypal,True,2023-02-26 00:00:00,customer_service
sub000973,u000973,2023-03-25 00:00:00,2023-04-24 00:00:00,monthly,30.0,30.0,CAD,paypal,False,,
sub000974,u000974,2023-01-22 00:00:00,2023-02-21 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub000975,u000975,2023-01-05 00:00:00,2023-02-04 00:00:00,monthly,30.0,30.0,INR,apple_pay,False,,
sub000976,u000976,2023-02-14 00:00:00,2023-03-16 00:00:00,monthly,30.0,30.0,EUR,google_pay,False,,
sub000977,u000977,2023-02-06 00:00:00,2023-03-08 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-03-03 00:00:00,poor_battery_life
sub000978,u000978,2023-03-09 00:00:00,,annual,300.0,300.0,USD,apple_pay,False,,
sub000979,u000979,2023-02-02 00:00:00,,annual,300.0,300.0,GBP,credit_card,True,2023-02-24 00:00:00,found_better_app
sub000980,u000980,2023-03-04 00:00:00,2023-04-03 00:00:00,monthly,30.0,30.0,GBP,apple_pay,False,,
sub000981,u000981,2023-03-05 00:00:00,2023-04-04 00:00:00,monthly,30.0,30.0,CAD,apple_pay,True,2023-03-30 00:00:00,didnt_like_interface
sub000982,u000982,2023-04-24 00:00:00,2023-05-24 00:00:00,monthly,30.0,30.0,BRL,apple_pay,False,,
sub000983,u000983,2023-02-01 00:00:00,,biannual,240.0,240.0,CAD,google_pay,True,2023-02-16 00:00:00,didnt_use_enough
sub000984,u000984,2023-03-20 00:00:00,2023-04-19 00:00:00,monthly,30.0,30.0,USD,paypal,False,,
sub000985,u000985,2023-04-02 00:00:00,,annual,300.0,300.0,INR,credit_card,True,2023-04-10 00:00:00,privacy_concerns
sub000986,u000986,2023-02-08 00:00:00,,annual,300.0,300.0,USD,apple_pay,False,,
sub000987,u000987,2023-01-15 00:00:00,,annual,300.0,300.0,USD,credit_card,True,2023-06-24 00:00:00,privacy_concerns
sub000988,u000988,2023-03-20 00:00:00,2023-04-19 00:00:00,monthly,30.0,30.0,GBP,apple_pay,False,,
sub000989,u000989,2023-02-01 00:00:00,2023-03-03 00:00:00,monthly,30.0,30.0,USD,google_pay,True,2023-02-26 00:00:00,technical_issues
sub000990,u000990,2023-02-09 00:00:00,2023-03-11 00:00:00,monthly,30.0,30.0,GBP,credit_card,True,2023-03-09 00:00:00,poor_battery_life
sub000991,u000991,2023-01-17 00:00:00,,annual,300.0,300.0,EUR,google_pay,True,2023-02-11 00:00:00,technical_issues
sub000992,u000992,2023-02-27 00:00:00,2023-03-29 00:00:00,monthly,30.0,30.0,EUR,credit_card,True,2023-03-21 00:00:00,poor_battery_life
sub000993,u000993,2023-02-06 00:00:00,2023-03-08 00:00:00,monthly,30.0,30.0,USD,paypal,True,2023-03-04 00:00:00,device_uncomfortable
sub000994,u000994,2023-02-21 00:00:00,2023-03-23 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub000995,u000995,2023-03-27 00:00:00,2023-04-26 00:00:00,monthly,30.0,30.0,USD,credit_card,False,,
sub000996,u000996,2023-04-07 00:00:00,,annual,300.0,300.0,GBP,credit_card,False,,
sub000997,u000997,2023-03-07 00:00:00,2023-04-06 00:00:00,monthly,30.0,30.0,CAD,apple_pay,False,,
sub000998,u000998,2023-01-07 00:00:00,2023-02-06 00:00:00,monthly,30.0,30.0,USD,paypal,True,2023-01-27 00:00:00,found_better_app
sub000999,u000999,2023-03-24 00:00:00,2023-04-23 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub001000,u001000,2023-04-13 00:00:00,,annual,300.0,300.0,EUR,paypal,True,2023-06-26 00:00:00,device_uncomfortable
sub001001,u001001,2023-02-23 00:00:00,2023-03-25 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-03-21 00:00:00,customer_service
sub001002,u001002,2023-03-15 00:00:00,2023-04-14 00:00:00,monthly,30.0,30.0,BRL,paypal,True,2023-04-07 00:00:00,too_expensive
sub001003,u001003,2023-04-07 00:00:00,,annual,300.0,300.0,USD,apple_pay,True,2023-06-22 00:00:00,found_better_app
sub001004,u001004,2023-02-02 00:00:00,2023-03-04 00:00:00,monthly,30.0,30.0,USD,apple_pay,True,2023-03-03 00:00:00,technical_issues
sub001005,u001005,2023-02-08 00:00:00,,annual,300.0,300.0,USD,credit_card,True,2023-02-26 00:00:00,didnt_like_interface
sub001006,u001006,2023-04-27 00:00:00,2023-05-27 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub001007,u001007,2023-01-30 00:00:00,,annual,300.0,300.0,USD,apple_pay,True,2023-06-24 00:00:00,poor_battery_life
sub001008,u001008,2023-01-12 00:00:00,,annual,300.0,300.0,USD,apple_pay,False,,
sub001009,u001009,2023-04-10 00:00:00,,annual,300.0,300.0,BRL,credit_card,True,2023-06-26 00:00:00,customer_service
sub001010,u001010,2023-02-03 00:00:00,2023-03-05 00:00:00,monthly,30.0,30.0,USD,paypal,False,,
sub001011,u001011,2023-01-19 00:00:00,2023-02-18 00:00:00,monthly,30.0,30.0,USD,paypal,False,,
sub001012,u001012,2023-02-15 00:00:00,,annual,300.0,300.0,INR,credit_card,True,2023-03-04 00:00:00,too_expensive
sub001013,u001013,2023-03-06 00:00:00,2023-04-05 00:00:00,monthly,30.0,30.0,JPY,apple_pay,True,2023-04-02 00:00:00,found_better_app
sub001014,u001014,2023-01-16 00:00:00,,annual,300.0,300.0,BRL,credit_card,True,2023-01-21 00:00:00,too_expensive
sub001015,u001015,2023-02-08 00:00:00,2023-03-10 00:00:00,monthly,30.0,30.0,INR,paypal,False,,
sub001016,u001016,2023-01-21 00:00:00,,annual,300.0,300.0,USD,google_pay,True,2023-02-09 00:00:00,customer_service
sub001017,u001017,2023-02-06 00:00:00,,annual,300.0,300.0,USD,credit_card,True,2023-02-25 00:00:00,didnt_use_enough
sub001018,u001018,2023-03-19 00:00:00,2023-04-18 00:00:00,monthly,30.0,30.0,EUR,google_pay,False,,
sub001019,u001019,2023-05-01 00:00:00,2023-05-31 00:00:00,monthly,30.0,30.0,USD,apple_pay,True,2023-05-28 00:00:00,device_uncomfortable
sub001020,u001020,2023-03-15 00:00:00,2023-04-14 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub001021,u001021,2023-03-24 00:00:00,2023-04-23 00:00:00,monthly,30.0,30.0,EUR,credit_card,True,2023-04-18 00:00:00,didnt_use_enough
sub001022,u001022,2023-02-01 00:00:00,2023-03-03 00:00:00,monthly,30.0,30.0,USD,paypal,False,,
sub001023,u001023,2023-03-26 00:00:00,,annual,300.0,300.0,INR,apple_pay,True,2023-06-25 00:00:00,too_expensive
sub001024,u001024,2023-04-08 00:00:00,,annual,300.0,300.0,EUR,credit_card,True,2023-04-29 00:00:00,poor_battery_life
sub001025,u001025,2023-01-09 00:00:00,2023-02-08 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-02-06 00:00:00,privacy_concerns
sub001026,u001026,2023-01-25 00:00:00,2023-02-24 00:00:00,monthly,30.0,30.0,USD,credit_card,False,,
sub001027,u001027,2023-04-09 00:00:00,,annual,300.0,300.0,USD,apple_pay,True,2023-06-22 00:00:00,privacy_concerns
sub001028,u001028,2023-01-31 00:00:00,,biannual,240.0,240.0,USD,google_pay,True,2023-02-19 00:00:00,didnt_like_interface
sub001029,u001029,2023-01-14 00:00:00,2023-02-13 00:00:00,monthly,30.0,30.0,INR,apple_pay,False,,
sub001030,u001030,2023-02-02 00:00:00,,biannual,240.0,240.0,GBP,credit_card,True,2023-06-20 00:00:00,technical_issues
sub001031,u001031,2023-01-27 00:00:00,2023-02-26 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-02-21 00:00:00,customer_service
sub001032,u001032,2023-01-24 00:00:00,,annual,300.0,300.0,GBP,paypal,True,2023-06-29 00:00:00,didnt_like_interface
sub001033,u001033,2023-02-26 00:00:00,2023-03-28 00:00:00,monthly,30.0,30.0,USD,paypal,False,,
sub001034,u001034,2023-05-09 00:00:00,2023-06-08 00:00:00,monthly,30.0,30.0,EUR,apple_pay,False,,
sub001035,u001035,2023-02-19 00:00:00,2023-03-21 00:00:00,monthly,30.0,30.0,USD,google_pay,False,,
sub001036,u001036,2023-02-12 00:00:00,2023-03-14 00:00:00,monthly,30.0,30.0,EUR,paypal,True,2023-03-09 00:00:00,technical_issues
sub001037,u001037,2023-03-04 00:00:00,2023-04-03 00:00:00,monthly,30.0,30.0,BRL,apple_pay,False,,
sub001038,u001038,2023-04-08 00:00:00,2023-05-08 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub001039,u001039,2023-04-12 00:00:00,2023-05-12 00:00:00,monthly,30.0,30.0,AUD,apple_pay,False,,
sub001040,u001040,2023-02-07 00:00:00,2023-03-09 00:00:00,monthly,30.0,30.0,CAD,credit_card,False,,
sub001041,u001041,2023-02-03 00:00:00,,annual,300.0,300.0,CAD,apple_pay,True,2023-02-12 00:00:00,customer_service
sub001042,u001042,2023-03-22 00:00:00,2023-04-21 00:00:00,monthly,30.0,30.0,USD,credit_card,False,,
sub001043,u001043,2023-04-13 00:00:00,2023-05-13 00:00:00,monthly,30.0,30.0,USD,credit_card,False,,
sub001044,u001044,2023-02-04 00:00:00,2023-03-06 00:00:00,monthly,30.0,30.0,EUR,apple_pay,False,,
sub001045,u001045,2023-01-28 00:00:00,2023-02-27 00:00:00,monthly,30.0,30.0,EUR,apple_pay,True,2023-02-18 00:00:00,didnt_use_enough
sub001046,u001046,2023-04-29 00:00:00,2023-05-29 00:00:00,monthly,30.0,30.0,USD,paypal,False,,
sub001047,u001047,2023-02-16 00:00:00,2023-03-18 00:00:00,monthly,30.0,30.0,USD,paypal,False,,
sub001048,u001048,2023-02-16 00:00:00,,annual,300.0,300.0,USD,credit_card,False,,
sub001049,u001049,2023-03-06 00:00:00,2023-04-05 00:00:00,monthly,30.0,30.0,INR,paypal,False,,
sub001050,u001050,2023-01-22 00:00:00,2023-02-21 00:00:00,monthly,30.0,30.0,JPY,paypal,False,,
sub001051,u001051,2023-02-25 00:00:00,,biannual,240.0,240.0,AUD,google_pay,False,,
sub001052,u001052,2023-02-11 00:00:00,2023-03-13 00:00:00,monthly,30.0,30.0,USD,paypal,False,,
sub001053,u001053,2023-02-24 00:00:00,,annual,300.0,300.0,USD,credit_card,False,,
sub001054,u001054,2023-03-09 00:00:00,2023-04-08 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub001055,u001055,2023-02-21 00:00:00,,biannual,240.0,240.0,EUR,google_pay,True,2023-06-24 00:00:00,customer_service
sub001056,u001056,2023-01-19 00:00:00,2023-02-18 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-02-09 00:00:00,didnt_like_interface
sub001057,u001057,2023-03-24 00:00:00,,annual,300.0,300.0,JPY,credit_card,False,,
sub001058,u001058,2023-02-15 00:00:00,2023-03-17 00:00:00,monthly,30.0,30.0,USD,apple_pay,True,2023-03-13 00:00:00,too_expensive
sub001059,u001059,2023-02-16 00:00:00,,biannual,240.0,240.0,CAD,credit_card,True,2023-03-03 00:00:00,customer_service
sub001060,u001060,2023-02-07 00:00:00,,annual,300.0,300.0,USD,credit_card,True,2023-03-06 00:00:00,technical_issues
sub001061,u001061,2023-01-27 00:00:00,2023-02-26 00:00:00,monthly,30.0,30.0,USD,apple_pay,True,2023-02-24 00:00:00,didnt_like_interface
sub001062,u001062,2023-03-07 00:00:00,2023-04-06 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub001063,u001063,2023-01-19 00:00:00,2023-02-18 00:00:00,monthly,30.0,30.0,USD,apple_pay,True,2023-02-10 00:00:00,found_better_app
sub001064,u001064,2023-01-30 00:00:00,2023-03-01 00:00:00,monthly,30.0,30.0,BRL,apple_pay,False,,
sub001065,u001065,2023-01-28 00:00:00,2023-02-27 00:00:00,monthly,30.0,30.0,JPY,paypal,False,,
sub001066,u001066,2023-01-21 00:00:00,,annual,300.0,300.0,CAD,apple_pay,True,2023-06-23 00:00:00,customer_service
sub001067,u001067,2023-02-03 00:00:00,2023-03-05 00:00:00,monthly,30.0,30.0,GBP,paypal,False,,
sub001068,u001068,2023-03-27 00:00:00,2023-04-26 00:00:00,monthly,30.0,30.0,JPY,apple_pay,True,2023-04-21 00:00:00,didnt_like_interface
sub001069,u001069,2023-03-12 00:00:00,2023-04-11 00:00:00,monthly,30.0,30.0,USD,paypal,True,2023-04-10 00:00:00,privacy_concerns
sub001070,u001070,2023-03-31 00:00:00,2023-04-30 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-04-23 00:00:00,found_better_app
sub001071,u001071,2023-02-21 00:00:00,,annual,300.0,300.0,CAD,google_pay,True,2023-06-29 00:00:00,technical_issues
sub001072,u001072,2023-02-01 00:00:00,2023-03-03 00:00:00,monthly,30.0,30.0,USD,paypal,True,2023-02-21 00:00:00,too_expensive
sub001073,u001073,2023-03-12 00:00:00,2023-04-11 00:00:00,monthly,30.0,30.0,USD,apple_pay,True,2023-04-04 00:00:00,found_better_app
sub001074,u001074,2023-03-28 00:00:00,,annual,300.0,300.0,EUR,apple_pay,True,2023-06-21 00:00:00,poor_battery_life
sub001075,u001075,2023-03-15 00:00:00,2023-04-14 00:00:00,monthly,30.0,30.0,EUR,paypal,False,,
sub001076,u001076,2023-02-05 00:00:00,2023-03-07 00:00:00,monthly,30.0,30.0,CAD,apple_pay,False,,
sub001077,u001077,2023-01-26 00:00:00,2023-02-25 00:00:00,monthly,30.0,30.0,USD,credit_card,False,,
sub001078,u001078,2023-01-23 00:00:00,2023-02-22 00:00:00,monthly,30.0,30.0,BRL,apple_pay,True,2023-02-19 00:00:00,found_better_app
sub001079,u001079,2023-02-19 00:00:00,2023-03-21 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub001080,u001080,2023-03-06 00:00:00,2023-04-05 00:00:00,monthly,30.0,30.0,AUD,credit_card,False,,
sub001081,u001081,2023-03-12 00:00:00,2023-04-11 00:00:00,monthly,30.0,30.0,EUR,credit_card,True,2023-04-04 00:00:00,device_uncomfortable
sub001082,u001082,2023-01-10 00:00:00,2023-02-09 00:00:00,monthly,30.0,30.0,EUR,google_pay,False,,
sub001083,u001083,2023-02-10 00:00:00,2023-03-12 00:00:00,monthly,30.0,30.0,EUR,credit_card,False,,
sub001084,u001084,2023-01-14 00:00:00,2023-02-13 00:00:00,monthly,30.0,30.0,GBP,credit_card,False,,
sub001085,u001085,2023-01-09 00:00:00,,annual,300.0,300.0,USD,apple_pay,False,,
sub001086,u001086,2023-01-26 00:00:00,2023-02-25 00:00:00,monthly,30.0,30.0,GBP,credit_card,False,,
sub001087,u001087,2023-02-03 00:00:00,2023-03-05 00:00:00,monthly,30.0,30.0,CAD,credit_card,True,2023-03-03 00:00:00,technical_issues
sub001088,u001088,2023-02-15 00:00:00,2023-03-17 00:00:00,monthly,30.0,30.0,USD,credit_card,False,,
sub001089,u001089,2023-02-02 00:00:00,,annual,300.0,300.0,EUR,credit_card,True,2023-02-27 00:00:00,didnt_like_interface
sub001090,u001090,2023-02-12 00:00:00,2023-03-14 00:00:00,monthly,30.0,30.0,USD,apple_pay,True,2023-03-05 00:00:00,technical_issues
sub001091,u001091,2023-02-08 00:00:00,,biannual,240.0,240.0,AUD,credit_card,True,2023-06-26 00:00:00,found_better_app
sub001092,u001092,2023-01-20 00:00:00,,annual,300.0,300.0,CAD,google_pay,False,,
sub001093,u001093,2023-01-14 00:00:00,,annual,300.0,300.0,USD,credit_card,True,2023-02-05 00:00:00,privacy_concerns
sub001094,u001094,2023-01-10 00:00:00,2023-02-09 00:00:00,monthly,30.0,30.0,CAD,credit_card,True,2023-02-05 00:00:00,privacy_concerns
sub001095,u001095,2023-02-21 00:00:00,2023-03-23 00:00:00,monthly,30.0,30.0,GBP,credit_card,False,,
sub001096,u001096,2023-02-19 00:00:00,2023-03-21 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub001097,u001097,2023-01-23 00:00:00,2023-02-22 00:00:00,monthly,30.0,30.0,AUD,paypal,True,2023-02-17 00:00:00,device_uncomfortable
sub001098,u001098,2023-01-16 00:00:00,,biannual,240.0,240.0,USD,google_pay,True,2023-02-15 00:00:00,technical_issues
sub001099,u001099,2023-04-04 00:00:00,,annual,300.0,300.0,USD,google_pay,False,,
sub001100,u001100,2023-02-22 00:00:00,2023-03-24 00:00:00,monthly,30.0,30.0,BRL,credit_card,True,2023-03-23 00:00:00,poor_battery_life
sub001101,u001101,2023-01-26 00:00:00,2023-02-25 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-02-21 00:00:00,didnt_like_interface
sub001102,u001102,2023-01-27 00:00:00,,annual,300.0,300.0,USD,credit_card,True,2023-06-28 00:00:00,found_better_app
sub001103,u001103,2023-01-21 00:00:00,,annual,300.0,300.0,USD,paypal,True,2023-06-20 00:00:00,privacy_concerns
sub001104,u001104,2023-01-29 00:00:00,2023-02-28 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub001105,u001105,2023-04-22 00:00:00,,annual,300.0,300.0,EUR,credit_card,True,2023-06-26 00:00:00,device_uncomfortable
sub001106,u001106,2023-03-08 00:00:00,,annual,300.0,300.0,USD,paypal,True,2023-03-29 00:00:00,customer_service
sub001107,u001107,2023-01-23 00:00:00,,annual,300.0,300.0,USD,apple_pay,True,2023-02-07 00:00:00,didnt_use_enough
sub001108,u001108,2023-02-05 00:00:00,,biannual,240.0,240.0,JPY,apple_pay,True,2023-02-17 00:00:00,device_uncomfortable
sub001109,u001109,2023-03-06 00:00:00,2023-04-05 00:00:00,monthly,30.0,30.0,INR,credit_card,False,,
sub001110,u001110,2023-02-10 00:00:00,,biannual,240.0,240.0,INR,credit_card,True,2023-03-07 00:00:00,didnt_use_enough
sub001111,u001111,2023-03-10 00:00:00,2023-04-09 00:00:00,monthly,30.0,30.0,GBP,apple_pay,False,,
sub001112,u001112,2023-04-11 00:00:00,2023-05-11 00:00:00,monthly,30.0,30.0,EUR,paypal,True,2023-05-05 00:00:00,poor_battery_life
sub001113,u001113,2023-05-05 00:00:00,,annual,300.0,300.0,USD,google_pay,False,,
sub001114,u001114,2023-01-24 00:00:00,2023-02-23 00:00:00,monthly,30.0,30.0,BRL,apple_pay,False,,
sub001115,u001115,2023-03-26 00:00:00,2023-04-25 00:00:00,monthly,30.0,30.0,EUR,paypal,False,,
sub001116,u001116,2023-02-03 00:00:00,2023-03-05 00:00:00,monthly,30.0,30.0,USD,paypal,False,,
sub001117,u001117,2023-03-20 00:00:00,,annual,300.0,300.0,JPY,paypal,True,2023-03-29 00:00:00,too_expensive
sub001118,u001118,2023-04-01 00:00:00,,annual,300.0,300.0,AUD,credit_card,True,2023-06-22 00:00:00,poor_battery_life
sub001119,u001119,2023-02-22 00:00:00,,annual,300.0,300.0,AUD,google_pay,True,2023-03-24 00:00:00,privacy_concerns
sub001120,u001120,2023-04-09 00:00:00,,biannual,240.0,240.0,USD,apple_pay,False,,
sub001121,u001121,2023-02-17 00:00:00,2023-03-19 00:00:00,monthly,30.0,30.0,EUR,apple_pay,False,,
sub001122,u001122,2023-02-27 00:00:00,2023-03-29 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-03-22 00:00:00,didnt_like_interface
sub001123,u001123,2023-01-08 00:00:00,2023-02-07 00:00:00,monthly,30.0,30.0,USD,credit_card,False,,
sub001124,u001124,2023-03-14 00:00:00,,annual,300.0,300.0,GBP,google_pay,True,2023-03-26 00:00:00,didnt_use_enough
sub001125,u001125,2023-03-04 00:00:00,2023-04-03 00:00:00,monthly,30.0,30.0,BRL,paypal,False,,
sub001126,u001126,2023-02-22 00:00:00,,biannual,240.0,240.0,USD,apple_pay,False,,
sub001127,u001127,2023-03-14 00:00:00,,annual,300.0,300.0,EUR,credit_card,True,2023-06-24 00:00:00,device_uncomfortable
sub001128,u001128,2023-01-09 00:00:00,,annual,300.0,300.0,INR,apple_pay,True,2023-06-20 00:00:00,didnt_like_interface
sub001129,u001129,2023-02-19 00:00:00,,biannual,240.0,240.0,USD,apple_pay,False,,
sub001130,u001130,2023-01-22 00:00:00,,annual,300.0,300.0,USD,paypal,True,2023-06-20 00:00:00,customer_service
sub001131,u001131,2023-01-19 00:00:00,,annual,300.0,300.0,USD,credit_card,True,2023-06-25 00:00:00,technical_issues
sub001132,u001132,2023-03-04 00:00:00,2023-04-03 00:00:00,monthly,30.0,30.0,USD,apple_pay,True,2023-03-30 00:00:00,didnt_use_enough
sub001133,u001133,2023-04-17 00:00:00,,annual,300.0,300.0,USD,credit_card,False,,
sub001134,u001134,2023-03-28 00:00:00,2023-04-27 00:00:00,monthly,30.0,30.0,USD,paypal,True,2023-04-25 00:00:00,found_better_app
sub001135,u001135,2023-04-25 00:00:00,2023-05-25 00:00:00,monthly,30.0,30.0,USD,paypal,False,,
sub001136,u001136,2023-01-27 00:00:00,2023-02-26 00:00:00,monthly,30.0,30.0,JPY,paypal,True,2023-02-18 00:00:00,didnt_like_interface
sub001137,u001137,2023-03-05 00:00:00,,biannual,240.0,240.0,USD,apple_pay,True,2023-06-20 00:00:00,customer_service
sub001138,u001138,2023-02-14 00:00:00,2023-03-16 00:00:00,monthly,30.0,30.0,BRL,credit_card,False,,
sub001139,u001139,2023-03-14 00:00:00,,annual,300.0,300.0,USD,credit_card,True,2023-03-31 00:00:00,found_better_app
sub001140,u001140,2023-01-24 00:00:00,2023-02-23 00:00:00,monthly,30.0,30.0,EUR,credit_card,False,,
sub001141,u001141,2023-02-11 00:00:00,,annual,300.0,300.0,JPY,apple_pay,True,2023-03-04 00:00:00,device_uncomfortable
sub001142,u001142,2023-05-13 00:00:00,2023-06-12 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub001143,u001143,2023-03-14 00:00:00,,annual,300.0,300.0,AUD,paypal,False,,
sub001144,u001144,2023-02-26 00:00:00,,annual,300.0,300.0,USD,credit_card,True,2023-03-09 00:00:00,device_uncomfortable
sub001145,u001145,2023-01-08 00:00:00,2023-02-07 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-02-01 00:00:00,customer_service
sub001146,u001146,2023-01-23 00:00:00,2023-02-22 00:00:00,monthly,30.0,30.0,USD,credit_card,False,,
sub001147,u001147,2023-01-09 00:00:00,,annual,300.0,300.0,CAD,paypal,True,2023-01-14 00:00:00,customer_service
sub001148,u001148,2023-03-20 00:00:00,2023-04-19 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub001149,u001149,2023-03-25 00:00:00,2023-04-24 00:00:00,monthly,30.0,30.0,USD,google_pay,False,,
sub001150,u001150,2023-02-21 00:00:00,,annual,300.0,300.0,BRL,credit_card,False,,
sub001151,u001151,2023-03-11 00:00:00,2023-04-10 00:00:00,monthly,30.0,30.0,GBP,paypal,False,,
sub001152,u001152,2023-01-21 00:00:00,,biannual,240.0,240.0,USD,google_pay,True,2023-06-23 00:00:00,privacy_concerns
sub001153,u001153,2023-01-15 00:00:00,,annual,300.0,300.0,USD,google_pay,True,2023-02-09 00:00:00,didnt_like_interface
sub001154,u001154,2023-02-23 00:00:00,2023-03-25 00:00:00,monthly,30.0,30.0,JPY,credit_card,True,2023-03-20 00:00:00,device_uncomfortable
sub001155,u001155,2023-04-23 00:00:00,2023-05-23 00:00:00,monthly,30.0,30.0,CAD,credit_card,False,,
sub001156,u001156,2023-01-31 00:00:00,2023-03-02 00:00:00,monthly,30.0,30.0,USD,credit_card,False,,
sub001157,u001157,2023-01-11 00:00:00,,annual,300.0,300.0,CAD,credit_card,True,2023-01-21 00:00:00,device_uncomfortable
sub001158,u001158,2023-02-13 00:00:00,,annual,300.0,300.0,JPY,apple_pay,True,2023-06-22 00:00:00,too_expensive
sub001159,u001159,2023-01-31 00:00:00,,annual,300.0,300.0,USD,credit_card,True,2023-06-29 00:00:00,privacy_concerns
sub001160,u001160,2023-02-26 00:00:00,,annual,300.0,300.0,EUR,apple_pay,True,2023-06-27 00:00:00,privacy_concerns
sub001161,u001161,2023-03-14 00:00:00,,annual,300.0,300.0,USD,paypal,True,2023-06-27 00:00:00,didnt_use_enough
sub001162,u001162,2023-02-15 00:00:00,2023-03-17 00:00:00,monthly,30.0,30.0,USD,credit_card,False,,
sub001163,u001163,2023-02-09 00:00:00,2023-03-11 00:00:00,monthly,30.0,30.0,GBP,credit_card,False,,
sub001164,u001164,2023-03-13 00:00:00,2023-04-12 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub001165,u001165,2023-02-24 00:00:00,2023-03-26 00:00:00,monthly,30.0,30.0,GBP,google_pay,False,,
sub001166,u001166,2023-03-11 00:00:00,2023-04-10 00:00:00,monthly,30.0,30.0,CAD,credit_card,False,,
sub001167,u001167,2023-02-12 00:00:00,,biannual,240.0,240.0,JPY,credit_card,True,2023-02-17 00:00:00,didnt_like_interface
sub001168,u001168,2023-02-01 00:00:00,2023-03-03 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-03-02 00:00:00,device_uncomfortable
