membership_id,team_id,user_id,joined_at,membership_status,is_admin,share_recovery,share_strain,share_sleep
tm000650,team023,u001064,2023-04-09 00:00:00,active,False,True,True,True
tm000651,team023,u004758,2023-04-01 00:00:00,active,False,True,True,True
tm000652,team023,u001435,2023-06-30 00:00:00,active,False,True,True,False
tm000653,team023,u000868,2023-05-06 00:00:00,active,False,True,True,True
tm000654,team023,u004933,2023-06-25 00:00:00,active,False,True,True,True
tm000655,team023,u000730,2023-06-03 00:00:00,active,False,True,True,False
tm000656,team023,u000971,2023-05-27 00:00:00,active,False,True,True,True
tm000657,team023,u002471,2023-05-25 00:00:00,active,False,True,True,True
tm000658,team023,u002230,2023-06-02 00:00:00,active,False,True,True,True
tm000659,team023,u004393,2023-06-05 00:00:00,active,False,True,True,True
tm000660,team023,u002855,2023-05-26 00:00:00,active,False,True,True,True
tm000661,team023,u002553,2023-06-02 00:00:00,active,True,True,True,True
tm000662,team023,u004464,2023-05-01 00:00:00,active,False,True,True,True
tm000663,team023,u000483,2023-05-06 00:00:00,active,False,True,True,True
tm000664,team023,u000958,2023-06-03 00:00:00,active,False,True,True,True
tm000665,team023,u001689,2023-05-20 00:00:00,active,False,True,True,True
tm000666,team023,u000383,2023-06-13 00:00:00,active,False,True,True,True
tm000667,team023,u002804,2023-03-29 00:00:00,active,False,True,True,True
tm000668,team023,u003469,2023-05-15 00:00:00,active,False,True,True,False
tm000669,team023,u003008,2023-05-13 00:00:00,active,False,True,True,True
tm000670,team024,u000807,2023-05-30 00:00:00,active,True,True,True,True
tm000671,team024,u003397,2023-06-14 00:00:00,active,False,False,False,True
tm000672,team024,u000381,2023-06-07 00:00:00,active,False,True,True,True
tm000673,team024,u004827,2023-06-19 00:00:00,active,False,True,True,True
tm000674,team024,u001011,2023-06-17 00:00:00,active,False,True,True,True
tm000675,team024,u003693,2023-06-10 00:00:00,active,False,True,True,True
tm000676,team024,u003749,2023-06-21 00:00:00,active,False,True,False,True
tm000677,team024,u004831,2023-06-17 00:00:00,active,False,True,True,True
tm000678,team024,u004133,2023-06-23 00:00:00,active,False,True,True,False
tm000679,team024,u001104,2023-06-09 00:00:00,active,False,True,True,True
tm000680,team024,u004089,2023-06-17 00:00:00,active,False,True,True,True
tm000681,team024,u000036,2023-06-13 00:00:00,active,False,True,True,False
tm000682,team024,u004348,2023-06-17 00:00:00,active,False,True,True,True
tm000683,team024,u000398,2023-06-19 00:00:00,active,False,True,True,True
tm000684,team024,u004536,2023-06-27 00:00:00,active,False,True,True,True
tm000685,team024,u003548,2023-06-11 00:00:00,active,False,False,True,True
tm000686,team024,u004797,2023-06-03 00:00:00,active,False,True,True,True
tm000687,team024,u003959,2023-06-26 00:00:00,active,False,True,True,False
tm000688,team024,u004167,2023-05-30 00:00:00,active,False,True,True,True
tm000689,team024,u001453,2023-06-19 00:00:00,active,False,True,True,False
tm000690,team024,u004743,2023-06-18 00:00:00,active,False,True,True,False
tm000691,team024,u001424,2023-06-19 00:00:00,active,False,False,True,False
tm000692,team024,u001053,2023-06-09 00:00:00,active,False,True,True,True
tm000693,team024,u000850,2023-06-12 00:00:00,active,False,True,True,False
tm000694,team024,u003175,2023-06-29 00:00:00,active,False,True,False,True
tm000695,team024,u004923,2023-06-21 00:00:00,active,False,True,True,True
tm000696,team024,u004969,2023-06-01 00:00:00,active,False,True,False,False
tm000697,team024,u002638,2023-06-23 00:00:00,active,False,True,True,True
tm000698,team024,u004132,2023-06-22 00:00:00,active,False,True,True,True
tm000699,team024,u003153,2023-06-11 00:00:00,active,False,True,True,False
tm000700,team024,u003431,2023-05-30 00:00:00,active,False,True,True,True
tm000701,team024,u004992,2023-06-26 00:00:00,active,False,True,True,False
tm000702,team025,u003790,2023-06-01 00:00:00,active,True,True,True,True
tm000703,team025,u003566,2023-06-20 00:00:00,active,True,True,True,True
tm000704,team025,u000591,2023-06-22 00:00:00,active,True,True,True,True
tm000705,team025,u001260,2023-06-26 00:00:00,active,False,True,False,True
tm000706,team025,u000195,2023-06-22 00:00:00,active,False,False,True,True
tm000707,team025,u003762,2023-06-01 00:00:00,active,False,True,True,True
tm000708,team025,u002718,2023-06-20 00:00:00,active,False,True,True,True
tm000709,team025,u000311,2023-06-24 00:00:00,active,False,True,True,True
tm000710,team025,u000717,2023-06-17 00:00:00,active,False,True,True,True
tm000711,team025,u000601,2023-06-04 00:00:00,active,False,True,True,False
tm000712,team025,u000445,2023-06-30 00:00:00,active,False,True,True,True
tm000713,team025,u001459,2023-06-22 00:00:00,active,True,True,True,True
tm000714,team025,u002064,2023-06-11 00:00:00,active,False,True,True,True
tm000715,team025,u004574,2023-06-03 00:00:00,active,False,True,True,True
tm000716,team025,u000578,2023-06-10 00:00:00,active,False,True,True,False
tm000717,team025,u004713,2023-06-14 00:00:00,active,False,True,True,True
tm000718,team025,u001865,2023-06-21 00:00:00,active,False,True,True,True
tm000719,team025,u002119,2023-06-29 00:00:00,active,False,True,True,True
tm000720,team025,u003340,2023-06-04 00:00:00,active,False,True,True,False
tm000721,team025,u003179,2023-06-05 00:00:00,active,False,True,True,True
tm000722,team025,u003696,2023-06-24 00:00:00,active,True,True,True,True
tm000723,team025,u003314,2023-06-19 00:00:00,active,False,True,True,True
tm000724,team025,u003548,2023-06-09 00:00:00,active,False,False,True,False
tm000725,team025,u002592,2023-06-12 00:00:00,active,False,True,True,False
tm000726,team025,u000139,2023-06-05 00:00:00,active,False,True,True,True
tm000727,team025,u003191,2023-06-22 00:00:00,active,False,False,False,True
tm000728,team025,u000970,2023-06-25 00:00:00,active,False,True,True,False
tm000729,team025,u004384,2023-06-22 00:00:00,active,False,True,True,False
tm000730,team025,u000049,2023-06-02 00:00:00,active,False,True,True,True
tm000731,team025,u000519,2023-06-02 00:00:00,active,False,True,True,True
tm000732,team025,u004800,2023-06-30 00:00:00,active,False,True,False,True
tm000733,team025,u000373,2023-06-23 00:00:00,active,False,True,True,True
tm000734,team025,u000595,2023-06-19 00:00:00,active,False,True,True,True
tm000735,team025,u002931,2023-06-21 00:00:00,active,False,True,True,False
tm000736,team025,u004121,2023-06-08 00:00:00,active,False,True,True,True
tm000737,team025,u000870,2023-06-16 00:00:00,active,False,True,True,True
tm000738,team025,u002375,2023-06-08 00:00:00,active,True,True,True,True
tm000739,team025,u002469,2023-06-12 00:00:00,active,False,True,True,True
tm000740,team026,u004429,2023-03-08 00:00:00,active,True,True,True,True
tm000741,team026,u001861,2023-05-08 00:00:00,active,False,True,True,True
tm000742,team026,u004102,2023-03-13 00:00:00,active,False,True,True,True
tm000743,team026,u000648,2023-06-30 00:00:00,active,False,True,True,True
tm000744,team026,u002752,2023-04-28 00:00:00,active,False,True,True,True
tm000745,team026,u003830,2023-05-31 00:00:00,active,False,True,True,True
tm000746,team026,u002739,2023-05-07 00:00:00,active,False,True,True,True
tm000747,team027,u000481,2023-06-07 00:00:00,active,True,True,True,True
tm000748,team027,u004776,2023-06-26 00:00:00,active,False,True,True,True
tm000749,team027,u001491,2023-06-13 00:00:00,active,False,True,True,False
tm000750,team027,u004187,2023-06-26 00:00:00,active,True,True,True,True
tm000751,team027,u002168,2023-06-24 00:00:00,active,False,True,True,True
tm000752,team027,u001375,2023-06-26 00:00:00,active,False,True,False,True
tm000753,team027,u002809,2023-06-20 00:00:00,active,False,True,True,True
tm000754,team027,u003716,2023-06-14 00:00:00,active,False,True,True,True
tm000755,team028,u004553,2023-04-10 00:00:00,active,True,True,True,True
tm000756,team028,u000861,2023-06-01 00:00:00,active,False,True,True,True
tm000757,team028,u003737,2023-06-10 00:00:00,active,False,True,True,True
tm000758,team028,u001178,2023-04-27 00:00:00,active,False,True,True,True
tm000759,team028,u002246,2023-04-30 00:00:00,active,False,True,True,False
tm000760,team028,u004181,2023-06-27 00:00:00,active,False,True,True,False
tm000761,team028,u002051,2023-04-10 00:00:00,active,False,True,True,True
tm000762,team028,u000739,2023-04-21 00:00:00,active,True,True,True,True
tm000763,team028,u002497,2023-05-29 00:00:00,active,False,True,True,True
tm000764,team028,u004769,2023-06-25 00:00:00,active,True,True,True,True
tm000765,team028,u003590,2023-04-11 00:00:00,active,False,True,True,True
tm000766,team028,u002274,2023-04-14 00:00:00,active,False,True,True,True
tm000767,team028,u001669,2023-04-14 00:00:00,active,False,True,False,True
tm000768,team028,u000047,2023-05-15 00:00:00,active,False,True,True,True
tm000769,team028,u000064,2023-06-15 00:00:00,active,True,True,False,True
tm000770,team028,u004582,2023-06-20 00:00:00,active,False,True,False,True
tm000771,team028,u001037,2023-06-26 00:00:00,active,False,True,True,True
tm000772,team028,u004556,2023-05-02 00:00:00,active,False,True,True,True
tm000773,team028,u003301,2023-04-24 00:00:00,active,False,False,True,False
tm000774,team028,u001811,2023-06-22 00:00:00,active,False,True,True,True
tm000775,team028,u002782,2023-05-11 00:00:00,active,False,False,True,True
tm000776,team028,u003593,2023-06-24 00:00:00,active,False,True,True,True
tm000777,team028,u003188,2023-05-08 00:00:00,active,False,True,True,False
tm000778,team028,u000937,2023-06-15 00:00:00,active,False,True,True,True
tm000779,team028,u001361,2023-05-31 00:00:00,active,False,True,True,False
tm000780,team028,u003742,2023-06-09 00:00:00,active,False,True,True,True
tm000781,team028,u002238,2023-05-04 00:00:00,active,False,True,True,False
tm000782,team028,u002303,2023-05-06 00:00:00,active,False,True,True,True
tm000783,team028,u004702,2023-04-23 00:00:00,active,False,True,False,True
tm000784,team028,u003721,2023-04-10 00:00:00,active,False,True,True,True
tm000785,team028,u004954,2023-06-28 00:00:00,active,False,True,True,True
tm000786,team028,u003216,2023-05-15 00:00:00,active,False,False,False,True
tm000787,team028,u002430,2023-05-08 00:00:00,active,False,True,True,True
tm000788,team028,u003496,2023-06-18 00:00:00,active,True,True,True,False
tm000789,team028,u001797,2023-06-07 00:00:00,active,False,True,True,True
tm000790,team029,u002570,2023-06-07 00:00:00,active,True,True,True,True
tm000791,team029,u000097,2023-06-20 00:00:00,active,False,True,True,True
tm000792,team029,u001727,2023-06-22 00:00:00,active,False,True,True,False
tm000793,team029,u003110,2023-06-27 00:00:00,active,False,True,True,True
tm000794,team029,u004762,2023-06-24 00:00:00,active,False,True,True,True
tm000795,team029,u000826,2023-06-13 00:00:00,active,False,True,True,True
tm000796,team029,u002667,2023-06-17 00:00:00,active,False,True,True,False
tm000797,team029,u002964,2023-06-18 00:00:00,active,True,True,True,False
tm000798,team029,u002128,2023-06-13 00:00:00,active,False,True,True,False
tm000799,team029,u001534,2023-06-16 00:00:00,active,False,True,True,True
tm000800,team029,u004496,2023-06-09 00:00:00,active,False,True,True,True
tm000801,team029,u002154,2023-06-12 00:00:00,active,False,True,True,True
tm000802,team029,u001943,2023-06-19 00:00:00,active,False,True,True,True
tm000803,team029,u002207,2023-06-17 00:00:00,active,False,True,True,True
tm000804,team029,u003863,2023-06-21 00:00:00,active,False,True,True,True
tm000805,team029,u002812,2023-06-21 00:00:00,active,False,True,True,True
tm000806,team029,u002999,2023-06-28 00:00:00,active,False,True,True,True
tm000807,team029,u001507,2023-06-19 00:00:00,active,False,True,True,True
tm000808,team029,u004087,2023-06-07 00:00:00,active,False,True,False,True
tm000809,team029,u003474,2023-06-26 00:00:00,active,False,True,True,True
tm000810,team029,u001725,2023-06-14 00:00:00,active,False,True,True,True
tm000811,team029,u003435,2023-06-12 00:00:00,active,True,True,True,True
tm000812,team029,u003051,2023-06-22 00:00:00,active,False,True,False,True
tm000813,team029,u002992,2023-06-11 00:00:00,active,False,True,True,True
tm000814,team029,u003283,2023-06-27 00:00:00,active,False,True,True,True
tm000815,team029,u002291,2023-06-24 00:00:00,active,False,True,True,False
tm000816,team029,u003694,2023-06-21 00:00:00,active,False,True,True,True
tm000817,team029,u001474,2023-06-23 00:00:00,active,False,True,True,True
tm000818,team029,u004683,2023-06-07 00:00:00,active,False,True,True,True
tm000819,team029,u001075,2023-06-20 00:00:00,active,False,True,True,True
tm000820,team029,u004720,2023-06-13 00:00:00,active,False,True,True,True
tm000821,team029,u001873,2023-06-30 00:00:00,active,False,True,True,True
tm000822,team029,u000819,2023-06-27 00:00:00,active,False,True,False,False
tm000823,team029,u002212,2023-06-28 00:00:00,active,False,True,True,True
tm000824,team029,u001932,2023-06-13 00:00:00,active,False,True,True,True
tm000825,team029,u004552,2023-06-26 00:00:00,active,False,True,True,True
tm000826,team030,u001272,2023-06-20 00:00:00,active,False,True,False,True
tm000827,team030,u000419,2023-05-23 00:00:00,active,False,True,True,True
tm000828,team030,u004456,2023-05-28 00:00:00,active,False,True,True,True
tm000829,team030,u000186,2023-05-23 00:00:00,active,False,True,True,True
tm000830,team030,u001555,2023-05-01 00:00:00,active,False,True,True,True
tm000831,team030,u000857,2023-05-18 00:00:00,active,False,True,True,True
tm000832,team030,u002352,2023-05-06 00:00:00,active,False,True,True,False
tm000833,team030,u002246,2023-06-05 00:00:00,active,False,True,True,True
tm000834,team030,u001047,2023-06-18 00:00:00,active,False,True,True,False
tm000835,team030,u003655,2023-05-14 00:00:00,active,False,True,True,False
tm000836,team030,u000070,2023-06-16 00:00:00,active,False,True,True,True
tm000837,team030,u001947,2023-06-18 00:00:00,active,False,True,True,True
tm000838,team030,u000755,2023-06-09 00:00:00,active,False,True,True,True
tm000839,team030,u001260,2023-06-12 00:00:00,active,False,True,True,True
tm000840,team030,u000125,2023-06-13 00:00:00,active,False,True,True,True
tm000841,team030,u004110,2023-05-10 00:00:00,active,False,True,True,False
tm000842,team030,u001812,2023-06-06 00:00:00,active,False,True,True,True
tm000843,team030,u002850,2023-05-17 00:00:00,active,False,True,True,False
tm000844,team030,u003503,2023-05-31 00:00:00,active,False,True,True,False
tm000845,team030,u002599,2023-06-17 00:00:00,active,False,True,True,False
tm000846,team030,u004149,2023-06-20 00:00:00,active,False,True,True,True
tm000847,team030,u003096,2023-06-07 00:00:00,active,False,True,True,True
tm000848,team030,u003862,2023-06-10 00:00:00,active,True,True,True,False
tm000849,team030,u000268,2023-05-11 00:00:00,active,False,True,True,True
tm000850,team030,u002755,2023-05-23 00:00:00,active,False,True,True,True
tm000851,team030,u000673,2023-05-22 00:00:00,active,False,True,True,False
tm000852,team030,u001222,2023-06-09 00:00:00,active,False,True,True,False
tm000853,team030,u000472,2023-05-02 00:00:00,active,False,True,True,False
tm000854,team030,u002224,2023-06-18 00:00:00,active,False,True,True,True
tm000855,team030,u003270,2023-05-03 00:00:00,active,False,True,True,True
tm000856,team030,u000599,2023-05-05 00:00:00,active,False,True,True,True
tm000857,team030,u004523,2023-05-14 00:00:00,active,False,True,True,True
tm000858,team030,u003915,2023-06-15 00:00:00,active,False,True,True,True
tm000859,team030,u001519,2023-06-10 00:00:00,active,False,True,True,True
tm000860,team030,u001606,2023-05-31 00:00:00,active,False,True,False,True
tm000861,team030,u002089,2023-05-21 00:00:00,active,False,True,False,False
tm000862,team031,u004667,2023-06-21 00:00:00,active,True,True,True,True
tm000863,team031,u003378,2023-06-29 00:00:00,active,False,True,False,True
tm000864,team031,u003528,2023-06-27 00:00:00,active,True,True,True,True
tm000865,team031,u002650,2023-06-23 00:00:00,active,False,True,True,True
tm000866,team031,u004986,2023-06-26 00:00:00,active,True,True,True,True
tm000867,team031,u001972,2023-06-29 00:00:00,active,False,True,True,True
tm000868,team031,u004614,2023-06-28 00:00:00,active,False,True,True,True
tm000869,team031,u004470,2023-06-24 00:00:00,active,False,True,True,True
tm000870,team031,u001753,2023-06-24 00:00:00,active,False,True,True,True
tm000871,team031,u003073,2023-06-30 00:00:00,active,False,True,True,True
tm000872,team032,u002137,2023-05-12 00:00:00,active,True,True,True,True
tm000873,team032,u004749,2023-06-06 00:00:00,active,False,True,True,True
tm000874,team032,u003145,2023-06-16 00:00:00,active,False,True,True,False
tm000875,team032,u000647,2023-05-20 00:00:00,active,False,True,True,True
tm000876,team032,u000463,2023-06-17 00:00:00,active,False,True,True,True
tm000877,team032,u002757,2023-05-16 00:00:00,active,False,True,True,True
tm000878,team032,u002868,2023-05-19 00:00:00,active,False,True,True,True
tm000879,team032,u003579,2023-06-19 00:00:00,active,False,True,True,True
tm000880,team032,u003433,2023-06-09 00:00:00,active,False,True,False,True
tm000881,team032,u000995,2023-06-24 00:00:00,active,False,True,True,True
tm000882,team032,u001869,2023-05-15 00:00:00,active,False,True,True,False
tm000883,team032,u004965,2023-05-30 00:00:00,active,True,True,True,True
tm000884,team032,u000095,2023-05-13 00:00:00,active,False,True,True,True
tm000885,team032,u003153,2023-06-29 00:00:00,active,False,True,True,True
tm000886,team032,u000448,2023-06-25 00:00:00,active,False,True,False,True
tm000887,team032,u002512,2023-05-28 00:00:00,active,False,True,True,True
tm000888,team032,u004319,2023-05-15 00:00:00,active,False,True,True,True
tm000889,team032,u000342,2023-06-23 00:00:00,active,False,True,True,True
tm000890,team032,u002632,2023-06-22 00:00:00,active,False,False,True,True
tm000891,team032,u004450,2023-06-01 00:00:00,active,False,True,True,True
tm000892,team032,u004656,2023-06-10 00:00:00,active,False,True,True,False
tm000893,team032,u001234,2023-05-31 00:00:00,active,False,True,True,True
tm000894,team032,u002694,2023-06-03 00:00:00,active,False,True,False,False
tm000895,team032,u004138,2023-05-29 00:00:00,active,False,True,True,False
tm000896,team032,u001820,2023-05-13 00:00:00,active,False,True,True,True
tm000897,team032,u001263,2023-06-06 00:00:00,active,False,True,True,False
tm000898,team032,u000418,2023-06-20 00:00:00,active,False,True,True,True
tm000899,team032,u003238,2023-06-08 00:00:00,active,False,True,True,True
tm000900,team032,u003673,2023-05-25 00:00:00,active,False,True,True,True
tm000901,team032,u004905,2023-05-20 00:00:00,active,False,True,True,True
tm000902,team032,u004741,2023-06-30 00:00:00,active,False,True,False,True
tm000903,team032,u004157,2023-06-16 00:00:00,active,False,True,True,False
tm000904,team032,u000743,2023-05-21 00:00:00,active,False,True,True,True
tm000905,team032,u001831,2023-06-07 00:00:00,active,False,True,True,True
tm000906,team032,u003560,2023-06-28 00:00:00,active,False,True,True,True
tm000907,team032,u002388,2023-06-29 00:00:00,active,False,True,True,True
tm000908,team033,u003746,2023-05-17 00:00:00,active,True,True,True,True
tm000909,team033,u004908,2023-06-24 00:00:00,active,False,True,True,True
tm000910,team033,u001911,2023-06-16 00:00:00,active,False,True,True,False
tm000911,team033,u001900,2023-05-17 00:00:00,active,False,False,True,True
tm000912,team033,u000215,2023-05-29 00:00:00,active,False,True,False,False
tm000913,team033,u002955,2023-06-25 00:00:00,active,False,True,True,True
tm000914,team033,u000655,2023-06-11 00:00:00,active,False,True,True,True
tm000915,team033,u003921,2023-06-11 00:00:00,active,False,True,True,True
tm000916,team033,u001105,2023-05-19 00:00:00,active,False,True,True,True
tm000917,team033,u004132,2023-06-01 00:00:00,active,False,True,True,True
tm000918,team034,u002860,2023-05-09 00:00:00,active,True,True,True,True
tm000919,team034,u004259,2023-06-02 00:00:00,active,True,True,True,False
tm000920,team034,u000409,2023-05-18 00:00:00,active,False,True,True,True
tm000921,team034,u001569,2023-05-28 00:00:00,active,False,True,True,True
tm000922,team034,u002402,2023-05-16 00:00:00,active,False,False,True,False
tm000923,team034,u003630,2023-05-09 00:00:00,active,False,True,True,True
tm000924,team034,u003286,2023-06-09 00:00:00,active,False,True,True,True
tm000925,team034,u002513,2023-05-14 00:00:00,active,False,True,True,True
tm000926,team034,u002359,2023-06-18 00:00:00,active,False,True,True,True
tm000927,team034,u003809,2023-06-19 00:00:00,active,False,True,True,True
tm000928,team034,u001375,2023-06-16 00:00:00,active,False,True,True,True
tm000929,team034,u003489,2023-05-20 00:00:00,active,False,True,True,True
tm000930,team034,u002430,2023-06-14 00:00:00,active,False,True,True,True
tm000931,team034,u000452,2023-05-11 00:00:00,active,True,True,True,True
tm000932,team034,u004266,2023-05-13 00:00:00,active,False,True,True,True
tm000933,team034,u001175,2023-05-16 00:00:00,active,False,True,True,True
tm000934,team034,u003827,2023-06-22 00:00:00,active,False,True,True,False
tm000935,team034,u003730,2023-06-11 00:00:00,active,False,True,True,False
tm000936,team034,u000747,2023-06-23 00:00:00,active,False,True,True,True
tm000937,team034,u004131,2023-06-17 00:00:00,active,False,True,True,True
tm000938,team034,u000936,2023-06-18 00:00:00,active,False,True,True,True
tm000939,team034,u001485,2023-05-27 00:00:00,active,False,True,True,True
tm000940,team034,u004834,2023-05-16 00:00:00,active,False,True,True,True
tm000941,team034,u004511,2023-05-11 00:00:00,active,False,True,True,True
tm000942,team034,u001117,2023-05-21 00:00:00,active,False,True,True,True
tm000943,team034,u003246,2023-06-13 00:00:00,active,False,True,True,True
tm000944,team034,u003415,2023-06-24 00:00:00,active,False,False,True,True
tm000945,team034,u002670,2023-05-30 00:00:00,active,False,True,True,True
tm000946,team034,u003723,2023-05-17 00:00:00,active,False,True,True,True
tm000947,team034,u000207,2023-05-30 00:00:00,active,False,True,False,True
tm000948,team034,u001478,2023-06-11 00:00:00,active,False,True,True,True
tm000949,team034,u003746,2023-05-22 00:00:00,active,False,True,False,False
tm000950,team034,u004874,2023-05-13 00:00:00,active,False,True,True,False
tm000951,team034,u001668,2023-06-18 00:00:00,active,False,True,True,True
tm000952,team034,u003754,2023-05-16 00:00:00,active,False,True,True,True
tm000953,team034,u000745,2023-05-11 00:00:00,active,False,True,True,True
tm000954,team034,u002065,2023-05-28 00:00:00,active,False,True,True,False
tm000955,team034,u002675,2023-06-27 00:00:00,active,False,True,True,False
tm000956,team034,u001355,2023-06-10 00:00:00,active,False,True,True,False
tm000957,team034,u001021,2023-05-28 00:00:00,active,False,True,True,False
tm000958,team034,u000754,2023-06-11 00:00:00,active,False,True,True,True
tm000959,team034,u000944,2023-06-23 00:00:00,active,False,True,True,True
tm000960,team034,u003711,2023-06-16 00:00:00,active,False,True,True,True
tm000961,team034,u002996,2023-06-27 00:00:00,active,False,True,True,True
tm000962,team034,u000705,2023-05-22 00:00:00,active,False,True,True,True
tm000963,team034,u004323,2023-06-06 00:00:00,active,False,True,True,True
tm000964,team034,u003171,2023-06-17 00:00:00,active,False,True,True,True
tm000965,team034,u004222,2023-05-26 00:00:00,active,False,True,True,True
tm000966,team034,u001319,2023-05-13 00:00:00,active,False,True,True,True
tm000967,team034,u003126,2023-05-10 00:00:00,active,False,True,True,True
tm000968,team034,u004543,2023-06-05 00:00:00,active,False,True,True,True
tm000969,team035,u004334,2023-06-07 00:00:00,active,True,True,True,True
tm000970,team035,u003653,2023-06-22 00:00:00,active,False,True,True,True
tm000971,team035,u002914,2023-06-18 00:00:00,active,False,True,True,False
tm000972,team035,u002560,2023-06-10 00:00:00,active,False,True,True,True
tm000973,team035,u002723,2023-06-19 00:00:00,active,False,True,True,True
tm000974,team035,u001624,2023-06-22 00:00:00,active,False,True,True,True
tm000975,team035,u004373,2023-06-20 00:00:00,active,False,True,True,True
tm000976,team035,u000644,2023-06-28 00:00:00,active,True,True,True,True
tm000977,team035,u003815,2023-06-25 00:00:00,active,False,True,True,True
tm000978,team035,u004654,2023-06-16 00:00:00,active,False,True,True,False
tm000979,team035,u001080,2023-06-19 00:00:00,active,False,True,True,True
tm000980,team035,u000762,2023-06-11 00:00:00,active,False,True,True,True
tm000981,team035,u003837,2023-06-11 00:00:00,active,False,True,True,True
tm000982,team035,u000797,2023-06-21 00:00:00,active,False,True,True,True
tm000983,team035,u003733,2023-06-28 00:00:00,active,False,True,True,False
tm000984,team035,u002543,2023-06-18 00:00:00,active,False,True,True,True
tm000985,team035,u003813,2023-06-11 00:00:00,active,False,True,False,False
tm000986,team035,u003855,2023-06-07 00:00:00,active,False,True,True,False
tm000987,team035,u001899,2023-06-07 00:00:00,active,False,True,True,True
tm000988,team035,u001834,2023-06-19 00:00:00,active,False,True,True,True
tm000989,team035,u001178,2023-06-11 00:00:00,active,False,True,False,False
tm000990,team035,u002114,2023-06-11 00:00:00,active,False,True,True,True
tm000991,team035,u002978,2023-06-27 00:00:00,active,True,True,True,True
tm000992,team035,u003212,2023-06-11 00:00:00,active,True,True,True,True
tm000993,team035,u001503,2023-06-29 00:00:00,active,False,True,True,True
tm000994,team035,u002707,2023-06-24 00:00:00,active,False,True,True,True
tm000995,team035,u002661,2023-06-07 00:00:00,active,False,True,True,True
tm000996,team035,u003714,2023-06-20 00:00:00,active,False,True,True,True
tm000997,team035,u003994,2023-06-22 00:00:00,active,False,True,True,True
tm000998,team035,u000248,2023-06-11 00:00:00,active,False,True,True,False
tm000999,team035,u000536,2023-06-15 00:00:00,active,False,True,True,True
tm001000,team036,u002163,2023-06-08 00:00:00,active,True,True,True,True
tm001001,team036,u000640,2023-06-29 00:00:00,active,False,True,True,True
tm001002,team037,u002146,2023-06-24 00:00:00,active,True,True,True,True
tm001003,team037,u002816,2023-06-24 00:00:00,active,False,True,True,False
tm001004,team037,u004384,2023-06-26 00:00:00,active,True,True,True,True
tm001005,team037,u000089,2023-06-26 00:00:00,active,False,True,True,True
tm001006,team037,u003842,2023-06-28 00:00:00,active,True,True,True,True
tm001007,team037,u003721,2023-06-26 00:00:00,active,False,True,True,True
tm001008,team037,u004201,2023-06-28 00:00:00,active,False,True,True,True
tm001009,team037,u003845,2023-06-30 00:00:00,active,False,True,True,False
tm001010,team037,u004703,2023-06-26 00:00:00,active,False,False,True,False
tm001011,team037,u002717,2023-06-30 00:00:00,active,False,False,True,True
tm001012,team037,u003450,2023-06-27 00:00:00,active,False,True,True,False
tm001013,team037,u002893,2023-06-24 00:00:00,active,False,True,True,True
tm001014,team037,u002415,2023-06-27 00:00:00,active,False,True,False,False
tm001015,team037,u002371,2023-06-25 00:00:00,active,False,True,True,True
tm001016,team037,u001373,2023-06-30 00:00:00,active,False,True,True,True
tm001017,team038,u001222,2023-03-28 00:00:00,active,True,True,True,True
tm001018,team038,u002972,2023-06-20 00:00:00,active,False,True,True,True
tm001019,team038,u004971,2023-04-11 00:00:00,active,False,True,True,False
tm001020,team038,u000385,2023-06-17 00:00:00,active,False,False,True,True
tm001021,team038,u000911,2023-06-21 00:00:00,active,False,True,True,True
tm001022,team038,u004982,2023-04-04 00:00:00,active,False,True,True,False
tm001023,team038,u003327,2023-04-30 00:00:00,active,False,True,False,True
tm001024,team038,u004044,2023-05-17 00:00:00,active,False,True,True,False
tm001025,team038,u002571,2023-04-24 00:00:00,active,False,True,True,True
tm001026,team038,u003149,2023-04-01 00:00:00,active,True,True,True,True
tm001027,team038,u002550,2023-05-30 00:00:00,active,False,True,False,True
tm001028,team038,u002517,2023-05-01 00:00:00,active,False,True,True,True
tm001029,team038,u000921,2023-06-26 00:00:00,active,False,True,True,False
tm001030,team038,u002410,2023-04-05 00:00:00,active,False,True,False,False
tm001031,team038,u003677,2023-05-28 00:00:00,active,False,True,False,True
tm001032,team038,u004310,2023-05-05 00:00:00,active,False,True,False,True
tm001033,team038,u002274,2023-06-04 00:00:00,active,False,True,True,False
tm001034,team038,u001829,2023-05-04 00:00:00,active,False,True,True,True
tm001035,team038,u004875,2023-04-21 00:00:00,active,False,True,True,True
tm001036,team038,u003172,2023-05-29 00:00:00,active,True,True,True,True
tm001037,team038,u001695,2023-04-21 00:00:00,active,True,False,True,True
tm001038,team038,u002948,2023-06-05 00:00:00,active,False,True,False,False
tm001039,team038,u000098,2023-03-30 00:00:00,active,True,True,True,True
tm001040,team038,u000079,2023-04-12 00:00:00,active,False,True,True,False
tm001041,team038,u000638,2023-06-04 00:00:00,active,False,True,False,True
tm001042,team038,u000111,2023-04-15 00:00:00,active,False,True,False,True
tm001043,team038,u003853,2023-04-28 00:00:00,active,False,True,True,True
tm001044,team038,u000915,2023-05-06 00:00:00,active,False,True,True,False
tm001045,team038,u004923,2023-04-05 00:00:00,active,False,True,True,False
tm001046,team038,u000971,2023-04-25 00:00:00,active,True,True,True,False
tm001047,team038,u004175,2023-06-30 00:00:00,active,False,True,False,True
