user_id,created_at,country,device_model,app_platform,app_version,age_group,gender,acquisition_source,notification_enabled,last_sync_date,calibration_complete,is_active
u001398,2023-01-03 00:00:00,Canada,PeakPulse 3.0,iOS,4.1.5,18-24,Female,Facebook Ad,True,2023-05-07 00:00:00,True,False
u001399,2023-02-09 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,65+,Female,Podcast Sponsor,True,2023-06-28 00:00:00,True,True
u001400,2023-01-22 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,35-44,Female,Instagram Ad,True,2023-05-15 00:00:00,True,False
u001401,2023-04-03 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,18-24,Male,Podcast Sponsor,True,2023-06-28 00:00:00,True,True
u001402,2023-02-28 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,18-24,Male,Instagram Ad,True,2023-06-25 00:00:00,True,True
u001403,2023-01-14 00:00:00,Brazil,PeakPulse 3.0,iOS,4.1.5,35-44,Female,Instagram Ad,False,2023-04-09 00:00:00,True,False
u001404,2023-03-07 00:00:00,USA,PeakPulse 3.0,Android,4.2.1,55-64,Female,Direct Website,True,2023-06-24 00:00:00,True,True
u001405,2023-01-25 00:00:00,Germany,PeakPulse 3.0,iOS,4.1.9,55-64,Male,Podcast Sponsor,True,2023-05-03 00:00:00,True,False
u001406,2023-03-09 00:00:00,UK,PeakPulse 3.0,Android,4.2.0,25-34,Male,Direct Website,True,2023-06-16 00:00:00,False,False
u001407,2023-02-26 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Male,Referral,False,2023-04-16 00:00:00,True,False
u001408,2023-02-10 00:00:00,France,PeakPulse 3.0,iOS,4.2.0,35-44,Female,Direct Website,True,2023-04-29 00:00:00,True,False
u001409,2023-01-20 00:00:00,France,PeakPulse 3.0,Android,4.2.0,55-64,Male,Organic Search,True,2023-06-28 00:00:00,True,True
u001410,2023-01-23 00:00:00,India,PeakPulse 3.0,iOS,4.1.9,35-44,Female,Referral,True,2023-06-24 00:00:00,True,True
u001411,2023-01-20 00:00:00,UK,PeakPulse 3.0,iOS,4.1.5,35-44,Male,YouTube Ad,True,2023-05-25 00:00:00,True,False
u001412,2023-01-17 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,35-44,Male,Referral,True,2023-04-30 00:00:00,True,False
u001413,2023-01-06 00:00:00,UK,PeakPulse 3.0,iOS,4.2.0,18-24,Female,YouTube Ad,True,2023-06-23 00:00:00,False,True
u001414,2023-01-19 00:00:00,Germany,PeakPulse 3.0,Android,4.1.9,35-44,Male,Referral,True,2023-05-04 00:00:00,True,False
u001415,2023-04-24 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,45-54,Male,YouTube Ad,True,2023-06-30 00:00:00,True,True
u001416,2023-02-14 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,55-64,Female,Instagram Ad,True,2023-05-24 00:00:00,True,False
u001417,2023-02-28 00:00:00,Canada,PeakPulse 3.0,iOS,4.2.1,65+,Male,Facebook Ad,True,2023-06-27 00:00:00,True,True
u001418,2023-02-01 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,25-34,Male,Direct Website,True,2023-06-30 00:00:00,True,True
u001419,2023-02-20 00:00:00,UK,PeakPulse 3.0,iOS,4.1.9,18-24,Female,Direct Website,False,2023-04-28 00:00:00,True,False
u001420,2023-04-16 00:00:00,Australia,PeakPulse 3.0,iOS,4.1.9,25-34,Male,Organic Search,False,2023-06-25 00:00:00,True,True
u001421,2023-02-08 00:00:00,India,PeakPulse 3.0,Android,4.1.5,35-44,Female,Referral,False,2023-05-07 00:00:00,True,False
u001422,2023-01-27 00:00:00,India,PeakPulse 3.0,iOS,4.2.0,25-34,Male,Facebook Ad,False,2023-06-29 00:00:00,True,True
u001423,2023-02-25 00:00:00,France,PeakPulse 3.0,iOS,4.1.5,55-64,Female,YouTube Ad,True,2023-06-27 00:00:00,True,True
u001424,2023-02-10 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,18-24,Male,Direct Website,True,2023-06-25 00:00:00,True,True
u001425,2023-03-23 00:00:00,India,PeakPulse 3.0,Android,4.2.1,55-64,Male,Podcast Sponsor,True,2023-06-30 00:00:00,True,True
u001426,2023-01-06 00:00:00,Japan,PeakPulse 3.0,iOS,4.1.5,45-54,Female,Direct Website,True,2023-06-07 00:00:00,True,False
u001427,2023-02-17 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,18-24,Female,Instagram Ad,True,2023-06-25 00:00:00,True,True
u001428,2023-02-13 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,18-24,Female,Referral,True,2023-04-05 00:00:00,True,False
u001429,2023-04-15 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,45-54,Male,Podcast Sponsor,False,2023-06-23 00:00:00,True,True
u001430,2023-01-26 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,18-24,Female,Organic Search,True,2023-06-27 00:00:00,True,True
u001431,2023-03-12 00:00:00,Australia,PeakPulse 3.0,iOS,4.2.1,25-34,Female,Referral,True,2023-06-27 00:00:00,True,True
u001432,2023-02-01 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,25-34,Non-binary,Instagram Ad,False,2023-06-27 00:00:00,True,True
u001433,2023-01-23 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,25-34,Female,Referral,True,2023-04-06 00:00:00,True,False
u001434,2023-01-29 00:00:00,Australia,PeakPulse 3.0,iOS,4.2.0,18-24,Male,Podcast Sponsor,True,2023-06-29 00:00:00,True,True
u001435,2023-03-02 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,18-24,Male,Organic Search,True,2023-06-29 00:00:00,True,True
u001436,2023-01-23 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,25-34,Male,Direct Website,True,2023-05-19 00:00:00,True,False
u001437,2023-01-17 00:00:00,Germany,PeakPulse 3.0,Android,4.2.1,18-24,Male,Direct Website,True,2023-06-24 00:00:00,True,True
u001438,2023-03-08 00:00:00,Australia,PeakPulse 3.0,iOS,4.2.1,35-44,Male,Organic Search,True,2023-06-23 00:00:00,True,True
u001439,2023-05-08 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,18-24,Male,Direct Website,False,2023-06-28 00:00:00,True,True
u001440,2023-02-16 00:00:00,UK,PeakPulse 3.0,iOS,4.1.9,25-34,Female,YouTube Ad,False,2023-06-23 00:00:00,True,True
u001441,2023-02-26 00:00:00,Australia,PeakPulse 3.0,Android,4.2.1,25-34,Male,Direct Website,True,2023-04-22 00:00:00,True,False
u001442,2023-03-22 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,45-54,Male,Podcast Sponsor,True,2023-06-26 00:00:00,True,True
u001443,2023-02-15 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,35-44,Male,Organic Search,False,2023-04-05 00:00:00,True,False
u001444,2023-02-06 00:00:00,Germany,PeakPulse 3.0,iOS,4.1.5,18-24,Female,Direct Website,True,2023-05-20 00:00:00,True,False
u001445,2023-03-08 00:00:00,Japan,PeakPulse 3.0,iOS,4.1.5,35-44,Female,YouTube Ad,True,2023-06-25 00:00:00,True,True
u001446,2023-01-28 00:00:00,Australia,PeakPulse 3.0,iOS,4.2.0,25-34,Female,Facebook Ad,True,2023-06-25 00:00:00,True,True
u001447,2023-04-12 00:00:00,UK,PeakPulse 3.0,iOS,4.1.5,45-54,Female,YouTube Ad,True,2023-06-27 00:00:00,True,True
u001448,2023-03-20 00:00:00,Brazil,PeakPulse 3.0,iOS,4.1.5,18-24,Male,Organic Search,True,2023-06-23 00:00:00,True,True
u001449,2023-04-19 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,25-34,Female,Organic Search,False,2023-06-13 00:00:00,True,False
u001450,2023-01-14 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,25-34,Male,Facebook Ad,True,2023-05-05 00:00:00,True,False
u001451,2023-03-10 00:00:00,UK,PeakPulse 3.0,Android,4.2.0,18-24,Female,YouTube Ad,True,2023-06-30 00:00:00,True,True
u001452,2023-01-22 00:00:00,France,PeakPulse 3.0,iOS,4.2.0,25-34,Female,Organic Search,True,2023-05-30 00:00:00,True,False
u001453,2023-01-20 00:00:00,Germany,PeakPulse 3.0,Android,4.2.1,35-44,Male,Instagram Ad,True,2023-06-26 00:00:00,True,True
u001454,2023-01-23 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,45-54,Female,Facebook Ad,True,2023-06-26 00:00:00,True,True
u001455,2023-01-10 00:00:00,UK,PeakPulse 3.0,Android,4.1.9,25-34,Male,Direct Website,False,2023-04-27 00:00:00,True,False
u001456,2023-01-14 00:00:00,Canada,PeakPulse 3.0,iOS,4.1.5,25-34,Female,Facebook Ad,True,2023-06-26 00:00:00,True,True
u001457,2023-02-15 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,45-54,Female,Instagram Ad,True,2023-06-27 00:00:00,True,True
u001458,2023-02-21 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,18-24,Male,Organic Search,True,2023-06-23 00:00:00,True,True
u001459,2023-03-30 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,35-44,Female,YouTube Ad,True,2023-06-24 00:00:00,True,True
u001460,2023-04-24 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,18-24,Female,Direct Website,True,2023-06-30 00:00:00,True,True
u001461,2023-02-27 00:00:00,Germany,PeakPulse 3.0,iOS,4.1.9,25-34,Female,Facebook Ad,True,2023-04-29 00:00:00,True,False
u001462,2023-02-27 00:00:00,Germany,PeakPulse 3.0,iOS,4.2.0,25-34,Male,Organic Search,True,2023-04-23 00:00:00,True,False
u001463,2023-03-12 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,35-44,Male,Podcast Sponsor,False,2023-04-04 00:00:00,True,False
u001464,2023-04-09 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,25-34,Male,Organic Search,True,2023-06-25 00:00:00,True,True
u001465,2023-03-17 00:00:00,USA,PeakPulse 3.0,Android,4.2.1,18-24,Female,Organic Search,True,2023-06-27 00:00:00,True,True
u001466,2023-04-11 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,45-54,Female,Direct Website,True,2023-06-26 00:00:00,True,True
u001467,2023-03-02 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,45-54,Female,Facebook Ad,True,2023-06-27 00:00:00,True,True
u001468,2023-03-09 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,18-24,Female,Instagram Ad,True,2023-06-28 00:00:00,True,True
u001469,2023-01-30 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,55-64,Female,Organic Search,True,2023-06-23 00:00:00,True,True
u001470,2023-03-30 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,45-54,Male,Instagram Ad,True,2023-06-27 00:00:00,True,True
u001471,2023-04-25 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,25-34,Male,Organic Search,True,2023-06-25 00:00:00,True,True
u001472,2023-04-28 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,25-34,Non-binary,Referral,True,2023-06-27 00:00:00,True,True
u001473,2023-01-25 00:00:00,India,PeakPulse 3.0,iOS,4.2.0,55-64,Female,Referral,False,2023-06-27 00:00:00,False,True
u001474,2023-04-12 00:00:00,Germany,PeakPulse 3.0,Android,4.2.0,35-44,Male,YouTube Ad,True,2023-06-05 00:00:00,True,False
u001475,2023-01-30 00:00:00,Japan,PeakPulse 3.0,iOS,4.2.1,35-44,Female,Podcast Sponsor,True,2023-06-27 00:00:00,True,True
u001476,2023-01-14 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,18-24,Male,Podcast Sponsor,True,2023-06-25 00:00:00,True,True
u001477,2023-01-11 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,35-44,Male,Instagram Ad,True,2023-06-19 00:00:00,True,False
u001478,2023-02-11 00:00:00,Brazil,PeakPulse 3.0,iOS,4.1.9,45-54,Female,Organic Search,False,2023-06-06 00:00:00,True,False
u001479,2023-03-30 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Male,YouTube Ad,True,2023-04-21 00:00:00,True,False
u001480,2023-02-06 00:00:00,Japan,PeakPulse 3.0,iOS,4.1.5,55-64,Male,Podcast Sponsor,True,2023-06-27 00:00:00,True,True
u001481,2023-01-29 00:00:00,USA,PeakPulse 3.0,Android,4.2.1,45-54,Male,Direct Website,True,2023-05-26 00:00:00,False,False
u001482,2023-03-31 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,35-44,Male,YouTube Ad,False,2023-06-24 00:00:00,True,True
u001483,2023-02-11 00:00:00,Brazil,PeakPulse 3.0,iOS,4.2.0,35-44,Female,Podcast Sponsor,True,2023-06-30 00:00:00,True,True
u001484,2023-01-04 00:00:00,France,PeakPulse 3.0,iOS,4.2.1,18-24,Male,Direct Website,True,2023-06-02 00:00:00,True,False
u001485,2023-01-04 00:00:00,Brazil,PeakPulse 3.0,Android,4.2.0,25-34,Female,Direct Website,False,2023-06-24 00:00:00,True,True
u001486,2023-03-13 00:00:00,Australia,PeakPulse 3.0,iOS,4.2.0,25-34,Male,Facebook Ad,True,2023-06-26 00:00:00,True,True
u001487,2023-02-05 00:00:00,USA,PeakPulse 3.0,Android,4.2.1,45-54,Female,Organic Search,True,2023-06-26 00:00:00,True,True
u001488,2023-04-21 00:00:00,Australia,PeakPulse 3.0,iOS,4.2.1,25-34,Male,Instagram Ad,True,2023-06-26 00:00:00,False,True
u001489,2023-01-08 00:00:00,USA,PeakPulse 3.0,Android,4.2.1,25-34,Male,Podcast Sponsor,True,2023-06-02 00:00:00,True,False
u001490,2023-02-21 00:00:00,India,PeakPulse 3.0,iOS,4.1.5,35-44,Female,Instagram Ad,True,2023-06-29 00:00:00,True,True
u001491,2023-01-31 00:00:00,Japan,PeakPulse 3.0,iOS,4.2.1,35-44,Male,Direct Website,True,2023-06-24 00:00:00,True,True
u001492,2023-01-15 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,45-54,Female,Facebook Ad,False,2023-05-07 00:00:00,True,False
u001493,2023-01-11 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,35-44,Female,Direct Website,False,2023-05-28 00:00:00,True,False
u001494,2023-05-03 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,55-64,Female,Direct Website,True,2023-06-23 00:00:00,True,True
u001495,2023-02-15 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,25-34,Female,Facebook Ad,True,2023-06-04 00:00:00,True,False
u001496,2023-02-14 00:00:00,Germany,PeakPulse 3.0,Android,4.1.5,25-34,Female,Direct Website,True,2023-06-30 00:00:00,False,True
u001497,2023-01-19 00:00:00,Canada,PeakPulse 3.0,iOS,4.2.1,25-34,Male,YouTube Ad,False,2023-06-26 00:00:00,True,True
u001498,2023-02-14 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,55-64,Male,Instagram Ad,True,2023-04-22 00:00:00,True,False
u001499,2023-04-21 00:00:00,Japan,PeakPulse 3.0,Android,4.2.0,25-34,Male,Direct Website,True,2023-06-03 00:00:00,True,False
u001500,2023-03-27 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,25-34,Female,Direct Website,True,2023-06-24 00:00:00,True,True
u001501,2023-02-27 00:00:00,Australia,PeakPulse 3.0,Android,4.1.9,25-34,Female,Referral,True,2023-06-12 00:00:00,True,False
u001502,2023-02-09 00:00:00,UK,PeakPulse 3.0,Android,4.2.1,25-34,Female,Referral,True,2023-06-02 00:00:00,True,False
u001503,2023-05-15 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,25-34,Female,Facebook Ad,True,2023-06-28 00:00:00,True,True
u001504,2023-03-29 00:00:00,Japan,PeakPulse 3.0,iOS,4.2.1,18-24,Female,Direct Website,True,2023-06-28 00:00:00,True,True
u001505,2023-04-04 00:00:00,Germany,PeakPulse 3.0,iOS,4.1.5,18-24,Male,YouTube Ad,True,2023-06-24 00:00:00,True,True
u001506,2023-02-02 00:00:00,Canada,PeakPulse 3.0,Android,4.2.1,35-44,Female,YouTube Ad,False,2023-06-23 00:00:00,True,True
u001507,2023-02-19 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,18-24,Male,Facebook Ad,False,2023-04-21 00:00:00,True,False
u001508,2023-02-11 00:00:00,Canada,PeakPulse 3.0,iOS,4.1.5,18-24,Male,YouTube Ad,False,2023-06-20 00:00:00,True,False
u001509,2023-01-23 00:00:00,Germany,PeakPulse 3.0,iOS,4.1.9,18-24,Female,Podcast Sponsor,True,2023-06-29 00:00:00,True,True
u001510,2023-02-23 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,45-54,Female,Facebook Ad,True,2023-06-24 00:00:00,True,True
u001511,2023-02-24 00:00:00,USA,PeakPulse 3.0,Android,4.2.1,35-44,Male,Facebook Ad,False,2023-06-25 00:00:00,True,True
u001512,2023-02-15 00:00:00,Germany,PeakPulse 3.0,Android,4.1.9,45-54,Female,Direct Website,True,2023-06-23 00:00:00,True,True
u001513,2023-02-02 00:00:00,USA,PeakPulse 3.0,Android,4.2.1,35-44,Female,Organic Search,True,2023-04-04 00:00:00,True,False
u001514,2023-03-31 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,45-54,Female,Podcast Sponsor,True,2023-05-27 00:00:00,True,False
u001515,2023-03-10 00:00:00,France,PeakPulse 3.0,iOS,4.2.1,25-34,Male,Facebook Ad,True,2023-06-26 00:00:00,True,True
u001516,2023-01-10 00:00:00,UK,PeakPulse 3.0,iOS,4.1.9,25-34,Male,Organic Search,True,2023-05-17 00:00:00,False,False
u001517,2023-02-20 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,25-34,Female,Instagram Ad,True,2023-06-23 00:00:00,False,True
u001518,2023-02-20 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,35-44,Female,Direct Website,True,2023-06-28 00:00:00,True,True
u001519,2023-02-17 00:00:00,Australia,PeakPulse 3.0,iOS,4.1.5,25-34,Male,Direct Website,False,2023-06-09 00:00:00,True,False
u001520,2023-03-14 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,25-34,Male,Podcast Sponsor,False,2023-06-24 00:00:00,True,True
u001521,2023-04-12 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,35-44,Female,YouTube Ad,False,2023-06-24 00:00:00,True,True
u001522,2023-03-05 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Male,YouTube Ad,False,2023-06-30 00:00:00,True,True
u001523,2023-03-24 00:00:00,Germany,PeakPulse 3.0,iOS,4.2.0,25-34,Non-binary,Instagram Ad,True,2023-05-31 00:00:00,True,False
u001524,2023-01-14 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,35-44,Female,Referral,False,2023-06-25 00:00:00,True,True
u001525,2023-01-18 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,25-34,Female,Referral,True,2023-06-06 00:00:00,True,False
u001526,2023-02-12 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Female,YouTube Ad,True,2023-06-28 00:00:00,True,True
u001527,2023-03-21 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,35-44,Male,Podcast Sponsor,True,2023-06-29 00:00:00,True,True
u001528,2023-01-13 00:00:00,France,PeakPulse 3.0,iOS,4.1.5,65+,Male,Instagram Ad,True,2023-05-26 00:00:00,True,False
u001529,2023-02-23 00:00:00,France,PeakPulse 3.0,iOS,4.2.0,55-64,Male,Podcast Sponsor,True,2023-06-23 00:00:00,True,True
u001530,2023-02-07 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,35-44,Female,Referral,True,2023-06-03 00:00:00,True,False
u001531,2023-02-16 00:00:00,Japan,PeakPulse 3.0,iOS,4.2.0,35-44,Male,YouTube Ad,True,2023-06-28 00:00:00,False,True
u001532,2023-01-29 00:00:00,Germany,PeakPulse 3.0,iOS,4.2.1,65+,Female,Referral,True,2023-06-25 00:00:00,True,True
u001533,2023-02-06 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,25-34,Male,Referral,True,2023-06-28 00:00:00,True,True
u001534,2023-02-19 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Female,YouTube Ad,True,2023-06-26 00:00:00,True,True
u001535,2023-03-18 00:00:00,Japan,PeakPulse 3.0,Android,4.2.1,55-64,Female,Podcast Sponsor,True,2023-05-30 00:00:00,True,False
u001536,2023-02-17 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,25-34,Male,Referral,True,2023-06-06 00:00:00,True,False
u001537,2023-01-21 00:00:00,USA,PeakPulse 3.0,Android,4.2.1,25-34,Male,Direct Website,True,2023-06-23 00:00:00,True,True
u001538,2023-03-07 00:00:00,Germany,PeakPulse 3.0,iOS,4.1.5,25-34,Male,Referral,False,2023-05-11 00:00:00,True,False
u001539,2023-02-21 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Female,YouTube Ad,False,2023-06-25 00:00:00,True,True
u001540,2023-01-21 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,25-34,Non-binary,Podcast Sponsor,True,2023-06-27 00:00:00,True,True
u001541,2023-02-18 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,25-34,Male,Facebook Ad,False,2023-06-24 00:00:00,True,True
u001542,2023-02-11 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,25-34,Female,Instagram Ad,False,2023-06-29 00:00:00,True,True
u001543,2023-04-21 00:00:00,India,PeakPulse 3.0,Android,4.1.9,35-44,Female,Instagram Ad,True,2023-06-29 00:00:00,True,True
u001544,2023-01-26 00:00:00,Germany,PeakPulse 3.0,iOS,4.2.1,45-54,Female,Facebook Ad,True,2023-06-26 00:00:00,True,True
u001545,2023-01-22 00:00:00,UK,PeakPulse 3.0,iOS,4.2.1,25-34,Male,Organic Search,False,2023-06-27 00:00:00,True,True
u001546,2023-01-25 00:00:00,Japan,PeakPulse 3.0,iOS,4.1.9,35-44,Male,Referral,True,2023-06-30 00:00:00,True,True
u001547,2023-04-01 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,25-34,Male,YouTube Ad,True,2023-06-24 00:00:00,True,True
u001548,2023-02-04 00:00:00,Canada,PeakPulse 3.0,iOS,4.1.9,45-54,Male,Referral,True,2023-06-26 00:00:00,True,True
u001549,2023-02-03 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,18-24,Female,Organic Search,True,2023-06-24 00:00:00,True,True
u001550,2023-01-13 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,18-24,Female,Organic Search,True,2023-06-25 00:00:00,True,True
u001551,2023-02-26 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,25-34,Male,Instagram Ad,True,2023-04-08 00:00:00,True,False
u001552,2023-02-05 00:00:00,UK,PeakPulse 3.0,iOS,4.2.0,25-34,Male,Instagram Ad,True,2023-06-26 00:00:00,True,True
u001553,2023-03-30 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,35-44,Female,Organic Search,True,2023-06-29 00:00:00,True,True
u001554,2023-02-17 00:00:00,Japan,PeakPulse 3.0,Android,4.2.0,45-54,Male,Podcast Sponsor,False,2023-04-30 00:00:00,True,False
u001555,2023-02-15 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,18-24,Male,Direct Website,True,2023-04-08 00:00:00,True,False
u001556,2023-01-26 00:00:00,UK,PeakPulse 3.0,iOS,4.2.1,45-54,Male,Facebook Ad,False,2023-06-03 00:00:00,True,False
u001557,2023-02-14 00:00:00,Canada,PeakPulse 3.0,Android,4.2.0,25-34,Female,Organic Search,False,2023-06-26 00:00:00,True,True
u001558,2023-02-05 00:00:00,Germany,PeakPulse 3.0,iOS,4.1.9,45-54,Female,Direct Website,True,2023-05-18 00:00:00,True,False
u001559,2023-01-29 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,35-44,Male,Organic Search,True,2023-06-25 00:00:00,True,True
u001560,2023-01-04 00:00:00,Canada,PeakPulse 3.0,Android,4.2.1,65+,Male,Direct Website,True,2023-06-30 00:00:00,True,True
u001561,2023-03-05 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,45-54,Male,Facebook Ad,True,2023-06-26 00:00:00,True,True
u001562,2023-04-07 00:00:00,Germany,PeakPulse 3.0,iOS,4.2.1,25-34,Female,Organic Search,False,2023-06-24 00:00:00,True,True
u001563,2023-02-10 00:00:00,UK,PeakPulse 3.0,iOS,4.2.0,35-44,Female,Referral,True,2023-04-17 00:00:00,True,False
u001564,2023-02-19 00:00:00,India,PeakPulse 3.0,iOS,4.1.5,35-44,Male,YouTube Ad,True,2023-06-26 00:00:00,True,True
u001565,2023-02-06 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,35-44,Male,Podcast Sponsor,True,2023-06-25 00:00:00,True,True
u001566,2023-03-09 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,18-24,Male,YouTube Ad,True,2023-04-27 00:00:00,True,False
u001567,2023-03-31 00:00:00,Canada,PeakPulse 3.0,iOS,4.1.9,35-44,Female,Direct Website,True,2023-06-27 00:00:00,True,True
u001568,2023-02-19 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,55-64,Non-binary,Instagram Ad,True,2023-06-30 00:00:00,True,True
u001569,2023-03-13 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,25-34,Male,Organic Search,True,2023-04-01 00:00:00,True,False
u001570,2023-02-03 00:00:00,Japan,PeakPulse 3.0,iOS,4.1.9,55-64,Female,Organic Search,False,2023-04-23 00:00:00,True,False
u001571,2023-01-28 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,35-44,Male,Organic Search,True,2023-06-27 00:00:00,True,True
u001572,2023-02-12 00:00:00,UK,PeakPulse 3.0,iOS,4.2.1,18-24,Female,YouTube Ad,False,2023-06-25 00:00:00,True,True
u001573,2023-01-21 00:00:00,Japan,PeakPulse 3.0,iOS,4.1.9,18-24,Male,Facebook Ad,True,2023-06-29 00:00:00,True,True
u001574,2023-03-06 00:00:00,Canada,PeakPulse 3.0,Android,4.2.1,25-34,Male,Direct Website,False,2023-05-29 00:00:00,True,False
u001575,2023-02-22 00:00:00,Germany,PeakPulse 3.0,Android,4.1.9,35-44,Female,Facebook Ad,True,2023-06-27 00:00:00,True,True
u001576,2023-02-01 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Female,YouTube Ad,False,2023-06-29 00:00:00,False,True
u001577,2023-04-04 00:00:00,Australia,PeakPulse 3.0,Android,4.2.1,35-44,Female,Facebook Ad,False,2023-06-23 00:00:00,True,True
u001578,2023-03-18 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,35-44,Male,Organic Search,True,2023-06-25 00:00:00,True,True
u001579,2023-01-18 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,25-34,Male,Direct Website,True,2023-06-27 00:00:00,False,True
u001580,2023-02-19 00:00:00,UK,PeakPulse 3.0,Android,4.1.5,18-24,Female,Instagram Ad,False,2023-05-03 00:00:00,True,False
u001581,2023-04-24 00:00:00,USA,PeakPulse 3.0,Android,4.2.1,35-44,Female,Podcast Sponsor,True,2023-06-25 00:00:00,True,True
u001582,2023-03-15 00:00:00,Germany,PeakPulse 3.0,iOS,4.1.9,25-34,Female,Referral,True,2023-06-15 00:00:00,True,False
u001583,2023-01-15 00:00:00,Japan,PeakPulse 3.0,iOS,4.2.0,25-34,Male,Instagram Ad,True,2023-05-12 00:00:00,True,False
u001584,2023-01-31 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Male,YouTube Ad,True,2023-06-24 00:00:00,True,True
u001585,2023-02-07 00:00:00,Australia,PeakPulse 3.0,iOS,4.1.5,35-44,Male,Direct Website,False,2023-06-29 00:00:00,True,True
